real12,pred12,real3,pred3
10.0,11.761436,14.0,12.086111
9.0,10.444321,9.0,10.501518
14.0,12.073639,8.0,8.976334
13.0,12.178631,9.0,8.695223
15.0,13.200386,15.0,9.736797
12.0,13.948906,12.0,10.393246
19.0,16.322433,10.0,10.7246685
16.0,16.332867,8.0,8.779522
18.0,15.986034,11.0,9.64077
12.0,14.046509,10.0,10.951941
13.0,13.822622,9.0,11.66658
11.0,15.7428665,14.0,11.398556
12.0,16.0694,13.0,11.444046
23.0,16.123905,15.0,12.385988
15.0,15.713875,12.0,12.313824
15.0,15.637163,19.0,13.087194
17.0,15.716444,16.0,14.114239
11.0,14.561636,18.0,14.020498
20.0,14.474279,12.0,14.462587
12.0,13.914597,13.0,14.0824795
10.0,13.093016,11.0,12.672865
9.0,10.809168,12.0,12.303772
7.0,10.386658,23.0,11.422001
5.0,9.599894,15.0,12.475452
9.0,8.903177,15.0,12.519602
8.0,9.339632,17.0,12.854366
10.0,9.825243,11.0,14.245523
8.0,9.631393,20.0,13.57172
8.0,9.214338,12.0,12.612755
8.0,8.0648155,10.0,10.90258
10.0,8.666473,9.0,9.462196
8.0,9.0815525,7.0,7.4451923
11.0,9.417694,5.0,6.608671
7.0,9.392286,9.0,6.521229
11.0,10.007355,8.0,7.07551
11.0,10.003485,10.0,6.762228
9.0,9.832886,8.0,6.091425
8.0,9.204754,8.0,5.769558
8.0,8.843853,8.0,6.6815014
9.0,8.892176,10.0,7.685768
9.0,8.745295,8.0,7.4370766
10.0,9.644232,11.0,7.872509
15.0,10.322414,7.0,8.083227
8.0,11.198038,11.0,8.34767
12.0,11.8749275,11.0,8.304329
13.0,12.136597,9.0,8.153172
13.0,12.347128,8.0,8.261532
12.0,12.093628,8.0,8.236563
12.0,12.056398,9.0,8.464819
15.0,11.4704895,9.0,8.239
14.0,10.737211,10.0,8.66902
9.0,10.441494,15.0,9.244539
9.0,10.284872,8.0,10.24139
9.0,10.225615,12.0,10.675804
10.0,10.838594,13.0,11.645437
7.0,9.567091,13.0,12.015753
10.0,9.550375,12.0,11.632509
9.0,9.667421,12.0,11.508547
5.0,10.9518795,15.0,11.044813
18.0,16.866085,14.0,10.317997
24.0,22.65609,9.0,10.187298
28.0,25.682106,9.0,9.541691
36.0,26.26919,9.0,8.88776
28.0,25.733398,10.0,9.999344
20.0,23.058779,7.0,8.981501
23.0,23.129793,10.0,7.788328
26.0,22.688099,9.0,9.588974
21.0,22.191692,5.0,14.861958
22.0,22.296576,18.0,21.73393
27.0,23.157934,24.0,24.850994
22.0,22.282337,28.0,24.147102
27.0,26.680141,36.0,24.505896
16.0,24.991108,28.0,22.521124
19.0,24.012016,20.0,23.893587
14.0,21.565308,23.0,24.613255
17.0,18.712128,26.0,25.179585
19.0,18.696918,21.0,22.01633
14.0,18.173195,22.0,21.585485
24.0,20.192734,27.0,23.023226
19.0,21.364708,22.0,23.363552
24.0,20.65392,27.0,23.31348
18.0,20.532925,16.0,22.137592
21.0,20.002808,19.0,22.50772
21.0,20.769844,14.0,22.363167
21.0,19.858557,17.0,21.642813
22.0,19.845867,19.0,21.701984
11.0,19.834934,14.0,21.565609
19.0,19.364548,24.0,22.496319
21.0,20.074738,19.0,22.536438
19.0,19.47414,24.0,21.348152
14.0,19.999197,18.0,23.261442
23.0,19.331295,21.0,23.12894
19.0,19.926155,21.0,23.157185
24.0,20.855389,21.0,21.707783
19.0,21.898798,22.0,21.249428
18.0,21.997192,11.0,20.945438
25.0,22.928253,19.0,20.764511
33.0,24.385054,21.0,20.557674
29.0,24.833227,19.0,18.618668
17.0,25.004929,14.0,19.11601
20.0,24.677238,23.0,19.520573
29.0,24.937782,19.0,20.082436
26.0,24.722637,24.0,19.342913
25.0,25.127258,19.0,21.203812
29.999998,25.36902,18.0,22.676838
26.0,25.199532,25.0,24.21816
30.999998,23.975843,33.0,24.928104
27.0,22.987986,29.0,24.636723
24.0,23.855982,17.0,26.163631
20.0,22.773611,20.0,27.111492
23.0,22.763094,29.0,26.500763
23.0,21.48388,26.0,26.054424
23.0,21.422329,25.0,24.564598
22.0,23.070526,29.999998,25.675518
20.0,22.803242,26.0,25.618904
24.0,23.237537,30.999998,25.361324
23.0,23.661846,27.0,25.194008
24.0,23.617573,24.0,24.646328
24.0,22.952534,20.0,23.06288
26.0,22.947685,23.0,22.62002
20.0,22.021156,23.0,22.627167
18.0,20.514683,23.0,22.180914
24.0,20.679745,22.0,22.73119
17.0,20.490913,20.0,23.350258
19.0,21.226084,24.0,23.693981
17.0,22.419397,23.0,24.115788
27.0,21.998201,24.0,23.778557
22.0,22.568785,24.0,24.424625
20.0,22.656187,26.0,24.258835
23.0,23.646656,20.0,23.792265
24.0,24.18082,18.0,23.586498
25.0,24.80867,24.0,23.160814
29.0,24.199955,17.0,22.706009
22.0,23.063568,19.0,22.16244
20.0,23.201838,17.0,22.555138
20.0,22.629126,27.0,22.373425
19.0,22.755367,22.0,22.17482
31.999998,22.031937,20.0,22.24316
33.0,23.134441,23.0,22.489914
21.0,23.410168,24.0,22.227785
24.0,22.670406,25.0,20.742785
16.0,22.636776,29.0,21.66863
21.0,22.89867,22.0,21.547064
23.0,23.672688,20.0,21.046223
23.0,23.851322,20.0,20.798653
40.0,24.336514,19.0,21.005066
24.0,24.400608,31.999998,20.448292
25.0,24.139011,33.0,22.110317
15.0,23.382095,21.0,22.470222
25.0,21.559309,24.0,21.839083
23.0,21.33682,16.0,21.323477
17.0,21.52332,21.0,21.786629
17.0,21.435242,23.0,22.752205
17.0,20.209164,23.0,24.05699
25.0,20.44785,40.0,24.321516
25.0,19.66439,24.0,23.417603
19.0,19.669556,25.0,23.358799
23.0,19.791584,15.0,24.281353
19.0,21.482805,25.0,24.512197
13.0,20.101852,23.0,23.273249
21.0,18.853058,17.0,23.113743
26.0,19.638943,17.0,21.870792
18.0,19.400354,17.0,22.175789
26.0,19.465857,25.0,23.32367
19.0,19.064138,25.0,23.486256
9.0,18.43526,19.0,23.798151
26.0,19.497051,23.0,22.48915
13.0,20.31411,19.0,21.830212
16.0,19.21109,13.0,20.698143
19.0,19.260815,21.0,20.574356
17.0,19.142887,26.0,20.181896
22.0,17.96895,18.0,18.838856
17.0,17.375916,26.0,19.166744
18.0,17.390257,19.0,18.221243
16.0,17.217106,9.0,17.009674
20.0,17.887283,26.0,15.97147
19.0,17.889072,13.0,15.995607
20.0,16.459105,16.0,15.17104
11.0,15.911076,19.0,17.449121
17.0,15.990721,17.0,18.011265
12.0,16.835194,22.0,17.199656
23.0,16.666483,17.0,17.16019
20.0,16.744244,18.0,16.276497
16.0,18.874016,16.0,17.048473
21.0,19.075642,20.0,17.091558
27.0,20.292915,19.0,16.520481
22.0,20.628319,20.0,17.168886
28.0,20.484264,11.0,16.284254
24.0,19.850204,17.0,17.06403
18.0,19.27142,12.0,17.47522
5.0,18.069504,23.0,19.060127
5.0,16.864922,20.0,19.88815
12.0,15.466347,16.0,20.13833
41.0,16.034517,21.0,20.488113
21.0,17.010067,27.0,20.782066
18.0,16.829042,22.0,20.746017
18.0,17.278595,28.0,20.623508
16.0,16.838999,24.0,19.398476
13.0,16.493135,18.0,17.170395
20.0,15.995983,5.0,15.064333
9.0,15.706907,5.0,14.312193
13.0,14.228338,12.0,14.677446
9.0,15.392422,41.0,14.317755
15.0,15.550171,21.0,15.042028
13.0,11.865423,18.0,14.14106
11.0,13.999605,18.0,17.78301
10.0,13.240772,16.0,17.880146
8.0,9.998539,13.0,15.394888
7.0,8.383841,20.0,14.161831
10.0,8.314533,9.0,13.733145
6.0,8.299974,13.0,12.722223
6.0,8.104242,9.0,11.532459
8.0,8.506481,15.0,11.878565
7.0,8.224287,13.0,11.218601
9.0,8.067057,11.0,10.287279
8.0,8.009207,10.0,9.088034
12.0,8.327791,8.0,7.646864
12.0,8.909134,7.0,6.7896423
7.0,9.393312,10.0,5.966131
7.0,10.414494,6.0,5.5226383
11.0,10.760683,6.0,6.2511024
10.0,11.141689,8.0,6.4050617
9.0,11.388821,7.0,6.421606
9.0,11.012728,9.0,6.76964
10.0,10.593187,8.0,7.3336143
10.0,10.497145,12.0,7.9079
11.0,10.835564,12.0,8.404533
6.0,10.786537,7.0,8.401684
10.0,11.203882,7.0,8.160315
12.0,11.482584,11.0,8.5383415
14.0,10.985691,10.0,8.146334
9.0,11.05213,9.0,7.998995
9.0,10.399076,9.0,7.767929
5.0,9.469408,10.0,8.692953
11.0,9.289545,10.0,9.456343
10.0,9.173553,11.0,9.761011
11.0,9.633291,6.0,9.864201
6.0,9.750853,10.0,9.765896
5.0,10.152903,12.0,9.88426
7.0,11.35232,14.0,9.707569
27.0,19.71632,9.0,10.666166
39.0,26.474997,9.0,10.8819275
23.0,26.487648,5.0,10.142828
18.0,24.209625,11.0,9.964476
29.999998,23.678719,10.0,9.2319565
31.999998,23.651455,11.0,6.979418
27.0,24.49989,6.0,5.236082
22.0,24.717709,5.0,5.9887695
28.0,24.477806,7.0,11.215601
22.0,23.989357,27.0,19.57943
20.0,24.722586,39.0,24.059557
29.0,25.146645,23.0,25.927435
24.0,26.214615,18.0,25.12498
36.0,26.15287,29.999998,27.002792
30.999998,25.350697,31.999998,29.342104
27.0,24.22288,27.0,23.705849
21.0,24.954601,22.0,23.797455
23.0,24.811388,28.0,23.406174
26.0,25.673832,22.0,24.038704
24.0,24.407104,20.0,23.450623
20.0,24.96733,29.0,25.33648
28.0,25.15134,24.0,27.090807
28.0,24.574215,36.0,26.22181
23.0,26.882786,30.999998,27.913422
26.0,26.69171,27.0,27.369198
29.0,26.615282,21.0,25.045097
25.0,24.060883,23.0,24.94036
19.0,22.816526,26.0,23.129734
10.0,22.269556,24.0,23.705896
20.0,22.252066,20.0,26.34077
24.0,24.167713,28.0,27.146288
25.0,24.497553,28.0,27.500666
22.0,23.584883,23.0,25.991095
27.0,24.71357,26.0,27.053034
30.999998,25.132366,29.0,26.99554
20.0,24.2877,25.0,24.711216
5.0,24.974957,19.0,23.87519
25.0,25.24076,10.0,23.5814
23.0,23.490711,20.0,23.83309
20.0,21.352947,24.0,23.15718
20.0,21.339409,25.0,20.88432
21.0,23.132248,22.0,21.738777
22.0,21.464561,27.0,22.336468
21.0,21.096937,30.999998,22.997307
19.0,19.219585,20.0,24.579288
26.0,18.57938,5.0,24.604462
26.0,21.026636,25.0,23.23051
20.0,20.241344,23.0,21.440771
18.0,17.033516,20.0,16.845982
11.0,20.283627,20.0,19.2585
12.0,18.937386,21.0,19.590588
19.0,17.666653,22.0,22.192604
23.0,16.562105,21.0,23.51132
20.0,16.773129,19.0,21.675886
14.0,16.36442,26.0,20.199429
19.0,14.89049,26.0,17.742727
12.0,14.635368,20.0,17.310463
12.0,15.458473,18.0,18.205706
12.0,16.268682,11.0,18.531979
10.0,15.563807,12.0,18.063385
15.0,15.229206,19.0,18.012945
19.0,16.160059,23.0,16.185095
11.0,16.131613,20.0,16.051825
10.0,14.187187,14.0,15.532232
18.0,14.530636,19.0,13.63208
23.0,17.339573,12.0,15.058195
19.0,17.625961,12.0,15.430153
15.0,17.866865,12.0,15.255133
18.0,17.335724,10.0,14.529625
16.0,17.847317,15.0,15.336021
20.0,17.180637,19.0,15.726566
16.0,16.436157,11.0,16.224699
14.0,16.002462,10.0,16.379667
9.0,16.663828,18.0,15.878105
16.0,17.179615,23.0,17.2457
18.0,17.036554,19.0,17.742662
22.0,19.905762,15.0,15.113522
14.0,19.123604,18.0,15.873468
19.0,20.583298,16.0,15.97287
19.0,20.816238,20.0,15.500261
18.0,21.516655,16.0,15.1269245
18.0,20.228756,14.0,15.135115
20.0,20.232338,9.0,14.822575
18.0,19.089119,16.0,15.594427
18.0,19.013416,18.0,15.7806015
19.0,19.400627,22.0,16.728262
16.0,18.896145,14.0,16.862734
13.0,17.55122,19.0,16.899162
37.0,18.724934,19.0,16.439892
43.0,19.996752,18.0,16.858814
44.0,21.717018,18.0,17.217978
27.0,23.230818,20.0,17.529697
23.0,23.701685,18.0,17.87769
25.0,23.63191,18.0,18.917768
23.0,23.803951,19.0,19.563305
36.0,22.562466,16.0,20.355309
20.0,21.766901,13.0,21.287302
17.0,21.10089,37.0,22.512037
11.0,19.514076,43.0,23.02267
33.0,19.16193,44.0,22.239428
9.0,15.413521,27.0,21.866241
12.0,11.952646,23.0,25.083887
12.0,9.300938,25.0,26.51361
10.0,9.993319,23.0,26.01237
13.0,11.417463,36.0,23.194069
9.0,13.117346,20.0,18.712616
12.0,13.04525,17.0,17.811035
11.0,11.097914,11.0,15.599316
14.0,12.961039,33.0,17.82724
10.0,13.041737,9.0,15.821461
12.0,11.9473095,12.0,12.43911
10.0,8.275787,12.0,9.569523
10.0,9.863445,10.0,11.852928
11.0,12.161003,13.0,14.302486
13.0,10.933922,9.0,12.506947
10.0,11.241283,12.0,10.564463
13.0,11.437151,11.0,10.471083
14.0,11.028635,14.0,10.222818
14.0,11.190449,10.0,9.726072
10.0,11.3293705,12.0,9.565123
22.0,11.6406975,10.0,8.252069
16.0,11.386829,10.0,10.100683
13.0,12.080362,11.0,10.550392
11.0,12.569336,13.0,11.134085
14.0,12.836279,10.0,11.329998
12.0,13.688295,13.0,10.681364
10.0,13.8544235,14.0,9.81336
13.0,12.767408,14.0,11.1765785
26.0,13.095253,10.0,11.29064
14.0,13.602686,22.0,10.997566
11.0,13.594278,16.0,11.4244
13.0,12.903772,13.0,11.842125
17.0,14.189417,11.0,10.720297
16.0,13.899847,14.0,11.082382
10.0,12.784025,12.0,11.131269
11.0,12.115583,10.0,10.830776
10.0,12.696825,13.0,11.570206
12.0,12.582991,26.0,11.177998
12.0,13.108377,14.0,11.742622
15.0,12.367128,11.0,11.480986
9.0,13.016766,13.0,11.024532
14.0,12.67057,17.0,13.114849
11.0,10.465317,16.0,12.220974
10.0,9.934193,10.0,11.623718
7.0,9.38035,11.0,9.050373
10.0,8.557323,10.0,9.218666
8.0,7.6569653,12.0,11.396559
11.0,7.5813847,12.0,10.9937725
6.0,7.9934883,15.0,10.725365
9.0,8.202593,9.0,9.958078
8.0,7.6987877,14.0,9.168266
6.0,7.307169,11.0,8.251492
6.0,7.013605,10.0,8.463356
8.0,6.5473423,7.0,8.116619
8.0,6.8396397,10.0,8.003233
5.0,7.46867,8.0,8.2938175
6.0,8.158335,11.0,8.348616
7.0,8.425823,6.0,7.7700386
10.0,8.8176155,9.0,7.7880096
10.0,9.165922,8.0,7.103443
8.0,9.50436,6.0,7.024523
6.0,9.777002,6.0,6.5404243
9.0,10.029911,8.0,6.1980343
7.0,9.5768585,8.0,6.474104
9.0,9.532038,5.0,6.603464
11.0,10.14489,6.0,6.624897
15.0,10.600555,7.0,6.82917
7.0,10.716635,10.0,7.36392
10.0,10.921597,10.0,7.4001827
10.0,11.524374,8.0,7.473936
13.0,12.671282,6.0,7.3069916
16.0,13.498854,9.0,8.000622
12.0,13.518755,7.0,8.751722
13.0,14.058727,9.0,9.214489
14.0,14.580877,11.0,8.896711
19.0,14.871447,15.0,8.640186
19.0,15.041573,7.0,8.853058
15.0,15.110893,10.0,9.205456
18.0,14.975443,10.0,9.527655
17.0,13.195522,13.0,12.275658
13.0,13.317978,16.0,11.704857
17.0,18.100847,12.0,11.256689
38.0,25.774342,13.0,12.382141
27.0,25.51849,14.0,13.362677
24.0,22.618797,19.0,15.035912
16.0,21.339302,19.0,15.752113
22.0,21.77763,15.0,15.9859295
22.0,19.945591,18.0,15.391787
13.0,19.440945,17.0,15.338026
20.0,19.16612,13.0,16.90554
19.0,20.227232,17.0,20.421124
24.0,21.403381,38.0,23.28335
25.0,23.011742,27.0,25.336363
19.0,23.02016,24.0,21.305843
23.0,22.816242,16.0,23.213242
25.0,23.336462,22.0,23.839735
22.0,23.177235,22.0,22.397343
22.0,21.29855,13.0,19.818077
27.0,21.380732,20.0,19.758831
13.0,22.324589,19.0,20.453875
16.0,22.40007,24.0,20.560476
24.0,22.73309,25.0,21.25475
26.0,23.575272,19.0,21.419989
18.0,25.223103,23.0,21.321213
28.0,25.127655,25.0,22.826323
25.0,23.230793,22.0,22.465492
22.0,22.462141,22.0,21.998047
27.0,22.807316,27.0,21.972893
21.0,21.969826,13.0,22.145329
20.0,21.682636,16.0,22.17717
22.0,22.580765,24.0,21.896725
21.0,21.170132,26.0,23.791416
21.0,21.317276,18.0,23.805073
29.0,22.594624,28.0,24.594246
20.0,22.28246,25.0,25.042791
23.0,22.125761,22.0,23.207045
20.0,20.678501,27.0,23.22007
17.0,20.457731,21.0,22.399477
16.0,18.432657,20.0,20.765446
16.0,18.127573,22.0,20.593407
19.0,18.604961,21.0,22.375465
20.0,18.347073,21.0,22.856874
20.0,19.383608,29.0,23.33369
19.0,20.474987,20.0,23.397621
26.0,20.384178,23.0,21.96585
17.0,20.468458,20.0,20.057463
21.0,19.908134,17.0,18.979603
18.0,19.994606,16.0,17.976343
19.0,20.259403,16.0,17.303383
20.0,19.719881,19.0,17.887768
13.0,19.174011,20.0,18.90832
16.0,19.726063,20.0,20.210175
20.0,19.529099,19.0,20.481358
18.0,19.47785,26.0,20.654594
23.0,19.318977,17.0,20.613384
19.0,18.537022,21.0,19.254942
19.0,18.866993,18.0,17.96603
17.0,18.85574,19.0,16.233452
18.0,19.405737,20.0,16.349955
18.0,19.400305,13.0,17.845516
23.0,19.413708,16.0,18.041534
17.0,20.105862,20.0,18.527105
15.0,19.39529,18.0,18.486692
19.0,19.781672,23.0,18.680939
17.0,20.572575,19.0,18.638714
25.0,20.768333,19.0,18.907501
17.0,22.558613,17.0,20.18375
27.0,22.820564,18.0,20.353107
29.0,22.180967,18.0,20.152802
20.0,22.121828,23.0,21.03144
25.0,22.695236,17.0,20.871601
29.999998,22.321878,15.0,20.495934
18.0,22.272884,19.0,20.276352
12.0,22.264414,17.0,21.121185
20.0,20.716492,25.0,20.81902
20.0,21.165138,17.0,22.507591
13.0,20.815527,27.0,22.031181
24.0,21.769192,29.0,21.749321
28.0,22.123074,20.0,22.071854
20.0,22.208557,25.0,21.546957
20.0,20.909113,29.999998,22.585178
27.0,20.889587,18.0,21.451462
18.0,20.09476,12.0,21.345764
22.0,19.666843,20.0,21.260727
16.0,20.103703,20.0,20.052479
15.0,18.692932,13.0,18.369213
21.0,19.824316,24.0,19.426058
18.0,20.007439,28.0,19.741056
18.0,18.600487,20.0,21.277733
19.0,18.713955,20.0,20.190172
19.0,18.661648,27.0,20.345804
17.0,16.434093,18.0,19.5019
17.0,16.219727,22.0,19.864002
21.0,17.096645,16.0,20.64684
19.0,19.003387,15.0,18.993935
20.0,19.282516,21.0,18.208828
20.0,20.517628,18.0,18.615337
19.0,20.198074,18.0,18.991596
11.0,19.182457,19.0,18.618555
18.0,18.089712,19.0,18.632034
19.0,18.077385,17.0,18.744564
22.0,17.73081,17.0,18.773592
16.0,17.737703,21.0,18.799755
21.0,17.865368,19.0,19.07678
22.0,18.182844,20.0,19.263014
8.0,18.148022,20.0,19.029072
9.0,17.60904,19.0,19.095928
14.0,16.794394,11.0,18.5113
11.0,16.095324,18.0,17.848347
14.0,15.767071,19.0,17.418795
12.0,15.512257,22.0,18.02652
20.0,15.316914,16.0,17.595596
25.0,16.103231,21.0,16.700869
15.0,15.680906,22.0,15.305754
15.0,13.7413845,8.0,15.4329815
16.0,13.322371,9.0,13.826252
10.0,13.254766,14.0,12.99407
6.0,10.840467,11.0,13.208313
17.0,11.285297,14.0,13.901802
12.0,14.092642,12.0,14.057423
16.0,13.915224,20.0,14.1591625
12.0,13.764259,25.0,14.087784
20.0,13.720734,15.0,14.306494
17.0,14.8945675,15.0,13.381813
11.0,11.44462,16.0,12.692192
11.0,10.921505,10.0,12.080488
12.0,10.416616,6.0,11.788141
7.0,12.79207,17.0,11.830427
18.0,12.781715,12.0,13.678547
16.0,14.1670475,16.0,15.415495
17.0,14.939644,12.0,14.524969
14.0,15.138933,20.0,14.505508
17.0,16.26326,17.0,14.869574
21.0,16.261042,11.0,15.447647
17.0,16.5351,11.0,14.4603
16.0,16.13417,12.0,15.1033325
14.0,15.1431675,7.0,16.048492
13.0,14.143135,18.0,15.2663
9.0,15.13596,16.0,15.14118
14.0,14.703341,17.0,15.8404255
14.0,15.109121,14.0,14.614906
12.0,15.4177265,17.0,15.186356
13.0,15.337288,21.0,16.185204
12.0,13.725611,17.0,15.634277
14.0,13.343077,16.0,15.032703
15.0,12.980152,14.0,13.355352
13.0,12.619688,13.0,11.876076
10.0,11.5241375,9.0,11.352314
6.0,10.635113,14.0,12.566423
7.0,9.089375,14.0,13.902048
7.0,7.9588127,12.0,15.065626
7.0,7.434372,13.0,14.427847
8.0,7.1889553,12.0,13.432655
13.0,6.5860443,14.0,12.436485
7.0,5.816862,15.0,11.196054
6.0,5.66082,13.0,10.305466
5.0,5.9608994,10.0,9.106625
3.0,6.165621,6.0,8.100496
4.0,5.6925583,7.0,7.3050194
6.0,6.0972347,7.0,6.658695
6.0,7.038992,7.0,6.549612
9.0,7.3336716,8.0,5.838127
5.0,7.8139267,13.0,4.769209
7.0,7.7724247,7.0,4.7962456
9.0,8.22278,6.0,4.5575123
12.0,9.327799,5.0,4.269781
8.0,8.979919,3.0,5.0323143
9.0,8.193779,4.0,5.1249523
7.0,8.508778,6.0,4.6120872
19.0,8.578701,6.0,4.723219
8.0,8.70475,9.0,4.9017334
6.0,8.834208,5.0,5.3148575
8.0,9.397451,7.0,5.805216
15.0,9.636385,9.0,5.777355
11.0,10.022831,12.0,6.7158413
12.0,10.244677,8.0,6.8736095
12.0,10.66493,9.0,6.8508987
10.0,11.559952,7.0,7.6897526
12.0,11.894062,19.0,8.656469
12.0,11.733236,8.0,9.046305
17.0,12.090921,6.0,9.832586
13.0,12.628304,8.0,9.957764
20.0,14.186462,15.0,11.721809
15.0,20.122856,11.0,10.931309
23.0,20.862877,12.0,11.285126
21.0,19.17003,12.0,12.211567
20.0,18.565233,10.0,12.94125
19.0,18.854525,12.0,13.185894
25.0,18.764626,12.0,11.766209
22.0,19.231998,17.0,12.51054
21.0,19.867498,13.0,14.315058
22.0,20.35033,20.0,17.871994
22.0,21.24953,15.0,18.811523
17.0,21.7538,23.0,19.858356
26.0,24.14722,21.0,21.616322
22.0,24.07023,20.0,20.232761
22.0,22.56675,19.0,21.618296
19.0,21.705341,25.0,21.245956
23.0,22.89761,22.0,21.856262
22.0,23.240751,21.0,21.038937
21.0,22.617588,22.0,21.43893
20.0,22.265532,22.0,21.886448
23.0,21.998974,17.0,21.925438
18.0,22.353554,26.0,21.991447
20.0,22.608803,22.0,22.180481
25.0,22.983122,22.0,20.555435
25.0,23.023117,19.0,21.724651
19.0,23.492891,23.0,21.061546
23.0,23.042858,22.0,21.366108
28.0,22.965012,21.0,20.341251
23.0,23.273499,20.0,20.708607
24.0,23.106827,23.0,20.42607
19.0,22.54124,18.0,20.78987
18.0,21.524765,20.0,20.799314
15.0,20.834187,25.0,21.74231
20.0,20.160477,25.0,22.204624
15.0,19.733017,19.0,22.30451
16.0,20.237022,23.0,22.392979
14.0,19.87583,28.0,21.715881
14.0,18.642933,23.0,20.900936
20.0,18.365477,24.0,20.049286
25.0,18.561876,19.0,19.14341
17.0,18.146431,18.0,18.546753
17.0,17.37503,15.0,17.912846
22.0,16.789371,20.0,17.691298
14.0,16.91413,15.0,16.985476
15.0,16.811419,16.0,17.306644
18.0,17.363224,14.0,17.464695
17.0,17.45779,14.0,17.83532
10.0,17.905596,20.0,17.374987
21.0,18.629898,25.0,17.428682
20.0,18.841145,17.0,17.08836
13.0,19.800713,17.0,16.753746
25.0,20.474987,22.0,16.736048
17.0,20.054722,14.0,17.842323
18.0,19.217148,15.0,17.370451
16.0,18.770735,18.0,19.338425
24.0,18.36803,17.0,19.71221
21.0,17.852531,10.0,19.11478
16.0,17.443731,21.0,19.73129
17.0,17.81825,20.0,19.239994
15.0,16.332794,13.0,18.657963
12.0,16.75069,25.0,18.19495
15.0,16.14761,17.0,16.907366
16.0,15.137421,18.0,17.337046
17.0,15.033724,16.0,18.676445
15.0,15.31011,24.0,18.210781
8.0,15.354662,21.0,17.434732
14.0,14.7565975,16.0,16.676865
8.0,14.743496,17.0,15.25704
10.0,14.894808,15.0,14.865335
16.0,14.874344,12.0,15.53701
12.0,13.71154,15.0,14.970644
11.0,12.224623,16.0,15.200275
17.0,12.103592,17.0,14.12298
9.0,11.676565,15.0,13.573614
10.0,11.259319,8.0,13.54587
9.0,11.917904,14.0,13.856314
25.0,13.071402,8.0,13.69705
29.0,12.80732,10.0,13.667843
15.0,12.66848,16.0,13.396086
12.0,12.512892,12.0,12.012451
15.0,12.133635,11.0,11.20682
13.0,12.358089,17.0,9.972385
11.0,12.54277,9.0,10.260008
15.0,12.702593,10.0,11.13077
15.0,12.809208,9.0,11.93955
13.0,12.897764,25.0,11.963623
11.0,13.6078415,29.0,13.173841
18.0,13.306768,15.0,12.521833
14.0,13.143166,12.0,13.049582
10.0,13.933983,15.0,14.525728
16.0,14.675638,13.0,14.846855
15.0,11.907141,11.0,12.529552
13.0,12.207241,15.0,13.41419
11.0,11.483677,15.0,13.377161
13.0,12.084866,13.0,12.861111
7.0,10.784758,11.0,12.260317
15.0,10.82078,18.0,11.862383
9.0,10.955381,14.0,12.407726
14.0,11.130541,10.0,13.259735
4.0,10.74453,16.0,13.333382
7.0,10.720106,15.0,13.296652
6.0,10.867735,13.0,13.155376
8.0,10.594927,11.0,13.554729
13.0,10.1646805,13.0,12.175226
12.0,10.386368,7.0,12.008923
12.0,10.974018,15.0,11.899912
11.0,10.909134,9.0,11.3501835
9.0,11.237076,14.0,11.191746
14.0,10.635902,4.0,9.332165
19.0,12.76111,7.0,9.772747
18.0,12.282923,6.0,9.421059
13.0,14.312027,8.0,11.192299
14.0,14.535067,13.0,11.6299
16.0,15.598108,12.0,10.681585
16.0,16.433111,12.0,9.775698
16.0,15.76309,11.0,9.696142
12.0,14.022413,9.0,10.798859
12.0,13.313295,14.0,12.845749
13.0,13.254133,19.0,14.147503
15.0,13.914349,18.0,15.155947
8.0,14.384718,13.0,14.1874695
16.0,13.402916,14.0,14.675667
19.0,13.703991,16.0,14.143543
17.0,14.827883,16.0,14.879503
15.0,14.595062,16.0,14.337912
8.0,13.804274,12.0,12.519358
8.0,12.053078,12.0,12.297722
7.0,11.855989,13.0,12.883078
6.0,11.39827,15.0,13.557901
14.0,11.674448,8.0,14.186333
15.0,10.9656105,16.0,14.545538
10.0,11.003561,19.0,14.073683
10.0,10.9123745,17.0,13.916843
6.0,9.996115,15.0,12.5413685
11.0,9.563709,8.0,10.655285
20.0,10.461781,8.0,9.875397
12.0,12.115904,7.0,9.986889
12.0,8.991638,6.0,10.312771
9.0,8.611858,14.0,10.703314
8.0,8.08387,15.0,10.831688
9.0,9.154047,10.0,10.453012
9.0,9.746666,10.0,8.402781
8.0,10.380196,6.0,8.975834
14.0,9.693737,11.0,10.161304
8.0,8.687977,20.0,9.810995
17.0,8.729771,12.0,10.020351
7.0,9.227188,12.0,9.036154
5.0,7.619259,9.0,7.8787327
7.0,7.8151245,8.0,8.275486
8.0,7.6761913,9.0,7.5084705
13.0,7.015917,9.0,6.928013
10.0,7.276222,8.0,8.308842
7.0,7.7960396,14.0,8.189657
5.0,7.7121334,8.0,8.881834
7.0,8.30957,17.0,9.138746
20.0,8.863169,7.0,7.321926
13.0,9.0542755,5.0,7.8767967
10.0,9.238941,7.0,7.0501404
7.0,8.312796,8.0,7.819704
8.0,8.159096,13.0,8.922613
11.0,9.003902,10.0,8.450493
13.0,9.759567,7.0,7.1062813
7.0,9.826599,5.0,6.347946
10.0,9.797659,7.0,7.6458187
10.0,9.7749405,20.0,8.884607
10.0,9.917728,13.0,9.81926
12.0,10.937998,10.0,8.772278
10.0,9.736265,7.0,7.2202644
